loss,accuracy,val_loss,val_accuracy
0.0005945466691628098,0.945652186870575,0.006186127662658691,0.8142856955528259
0.0009090680978260934,0.9311594367027283,0.006466904655098915,0.8285714387893677
0.0008327013347297907,0.945652186870575,0.005787830334156752,0.8857142925262451
0.0008068914175964892,0.9275362491607666,0.005654590204358101,0.8428571224212646
0.0009063477045856416,0.9601449370384216,0.006417864467948675,0.8285714387893677
0.0010540125658735633,0.9420289993286133,0.006485110614448786,0.8285714387893677
0.000924826948903501,0.9202898740768433,0.005873937625437975,0.8571428656578064
0.0008326425449922681,0.945652186870575,0.006152849644422531,0.8714285492897034
0.0007325706537812948,0.945652186870575,0.0058609298430383205,0.8571428656578064
0.000707223720382899,0.9492753744125366,0.0061056651175022125,0.8285714387893677
0.0007314159302040935,0.9528985619544983,0.0058563086204230785,0.8571428656578064
0.0006232821615412831,0.945652186870575,0.006199618335813284,0.8571428656578064
0.0006639337516389787,0.9492753744125366,0.0058220382779836655,0.8428571224212646
0.000579978572204709,0.9637681245803833,0.006105788052082062,0.8571428656578064
0.0005737573374062777,0.945652186870575,0.006041072309017181,0.8428571224212646
0.0005658288719132543,0.945652186870575,0.005714996252208948,0.8571428656578064
0.0005319853080436587,0.945652186870575,0.005755963735282421,0.8142856955528259
0.0005646769423037767,0.9637681245803833,0.005784515291452408,0.8857142925262451
