loss,accuracy,val_loss,val_accuracy
0.036336448043584824,0.5398550629615784,0.023136066272854805,0.6285714507102966
0.013688229024410248,0.6666666865348816,0.012738149613142014,0.699999988079071
0.007002120837569237,0.7536231875419617,0.008150429464876652,0.7714285850524902
0.003843985963612795,0.8152173757553101,0.006981962826102972,0.8142856955528259
0.0026122084818780422,0.8840579986572266,0.007241704501211643,0.8714285492897034
0.002244402188807726,0.8695651888847351,0.006835846696048975,0.800000011920929
0.0016987230628728867,0.8985507488250732,0.0061606355011463165,0.8714285492897034
0.0014138793339952826,0.9057971239089966,0.006424479186534882,0.699999988079071
0.0016935785533860326,0.8659420013427734,0.0069844648241996765,0.8428571224212646
0.002530766651034355,0.8913043737411499,0.007338168565183878,0.800000011920929
0.002015467965975404,0.9021739363670349,0.006799726281315088,0.7714285850524902
0.0016752158990129828,0.8586956262588501,0.006831728387624025,0.800000011920929
0.0020354727748781443,0.8695651888847351,0.006708660162985325,0.7714285850524902
0.001502328086644411,0.9094203114509583,0.0066840993240475655,0.8571428656578064
0.0021162768825888634,0.8514492511749268,0.006796618457883596,0.8142856955528259
0.0019998904317617416,0.9130434989929199,0.006160773802548647,0.8285714387893677
0.0016252003842964768,0.8949275612831116,0.007701443042606115,0.8285714387893677
0.001419917563907802,0.9166666865348816,0.007380383554846048,0.8571428656578064
0.001264620921574533,0.9057971239089966,0.0064895316027104855,0.8428571224212646
0.0010278756963089108,0.945652186870575,0.007312560919672251,0.7857142686843872
0.0011303278151899576,0.8985507488250732,0.005945198703557253,0.7714285850524902
0.0010555951157584786,0.9420289993286133,0.006319954060018063,0.800000011920929
0.0008655581623315811,0.9384058117866516,0.005850940011441708,0.7571428418159485
0.0008007416035979986,0.9492753744125366,0.0061278194189071655,0.7714285850524902
0.0008773001609370112,0.9384058117866516,0.007365720812231302,0.8285714387893677
0.000918460194952786,0.9347826242446899,0.006654197350144386,0.8428571224212646
0.0008734851726330817,0.9637681245803833,0.008276405744254589,0.8285714387893677
0.001189379021525383,0.9021739363670349,0.006140373647212982,0.8285714387893677
0.0007831120165064931,0.9637681245803833,0.006411670241504908,0.8714285492897034
0.0007297770353034139,0.9528985619544983,0.006748372223228216,0.800000011920929
0.0008430266752839088,0.9239130616188049,0.0070167407393455505,0.7428571581840515
0.000777538341935724,0.9492753744125366,0.007962184958159924,0.7428571581840515
0.0010117869824171066,0.9057971239089966,0.0060815466567873955,0.8285714387893677
0.0010413451818749309,0.9166666865348816,0.006477953400462866,0.8428571224212646
0.0013147713616490364,0.9311594367027283,0.007204962428659201,0.800000011920929
0.00165848177857697,0.9166666865348816,0.006222281605005264,0.800000011920929
0.002281165448948741,0.9166666865348816,0.007073264103382826,0.7428571581840515
0.002543219830840826,0.8514492511749268,0.007178168743848801,0.8285714387893677
0.0024903961457312107,0.8985507488250732,0.0062766484916210175,0.7714285850524902
0.0020026664715260267,0.9021739363670349,0.006223319098353386,0.8571428656578064
0.0014348957920446992,0.9420289993286133,0.006410869769752026,0.8428571224212646
0.0013375700218603015,0.9239130616188049,0.005979478359222412,0.8428571224212646
0.0011747335083782673,0.9130434989929199,0.006231414154171944,0.7857142686843872
0.0009438890847377479,0.9239130616188049,0.006650881376117468,0.8142856955528259
0.0009410898783244193,0.95652174949646,0.005919535644352436,0.7857142686843872
0.0006624740199185908,0.945652186870575,0.006246447097510099,0.8428571224212646
0.000575029756873846,0.967391312122345,0.006145423278212547,0.8428571224212646
0.0005669142701663077,0.9637681245803833,0.006258554290980101,0.8428571224212646
0.0006060638115741313,0.9492753744125366,0.00579557940363884,0.8142856955528259
0.0006262236274778843,0.9420289993286133,0.006071523763239384,0.8571428656578064
0.0005992177175357938,0.9492753744125366,0.006618536077439785,0.8428571224212646
0.0006194625166244805,0.9420289993286133,0.006406720727682114,0.8285714387893677
0.0008311766432598233,0.9166666865348816,0.0063488297164440155,0.8571428656578064
0.0008114037336781621,0.9384058117866516,0.006467241328209639,0.800000011920929
0.0007851816480979323,0.9528985619544983,0.007066753227263689,0.8428571224212646
0.0009291894384659827,0.9528985619544983,0.006545867770910263,0.8285714387893677
0.001376197556965053,0.9166666865348816,0.006314102094620466,0.7571428418159485
0.0012334412895143032,0.9275362491607666,0.006697419565171003,0.8428571224212646
0.0012311849277466536,0.9420289993286133,0.0065489765256643295,0.8428571224212646
0.001162592670880258,0.8913043737411499,0.006997890304774046,0.8285714387893677
0.0009498231229372323,0.9384058117866516,0.006535595748573542,0.800000011920929
0.0007686332683078945,0.9311594367027283,0.006422070320695639,0.800000011920929
0.0008659522864036262,0.9384058117866516,0.006356196478009224,0.8285714387893677
0.0008389557478949428,0.9311594367027283,0.006263252347707748,0.8714285492897034
0.0009180842898786068,0.95652174949646,0.006029295269399881,0.8428571224212646
0.0008287627133540809,0.9528985619544983,0.00615632114931941,0.8285714387893677
0.0007257883553393185,0.95652174949646,0.006380267906934023,0.8285714387893677
0.000646493979729712,0.945652186870575,0.006696750409901142,0.8285714387893677
0.0006772448541596532,0.95652174949646,0.006394208408892155,0.8428571224212646
0.0006144882645457983,0.9601449370384216,0.006027344614267349,0.8999999761581421
0.0006610044511035085,0.9710144996643066,0.006278438959270716,0.8428571224212646
0.0010099380742758512,0.9528985619544983,0.007089647464454174,0.8142856955528259
0.0011606029001995921,0.9311594367027283,0.007354146335273981,0.8428571224212646
0.0014064577408134937,0.9311594367027283,0.005730362609028816,0.7857142686843872
0.0011453271145001054,0.9130434989929199,0.006753162480890751,0.8428571224212646
0.0011631087400019169,0.9239130616188049,0.0063736024312675,0.8285714387893677
0.0011846557026728988,0.9239130616188049,0.006065357010811567,0.8428571224212646
0.0008661825559101999,0.9239130616188049,0.00596404355019331,0.8142856955528259
0.0007188307354226708,0.9637681245803833,0.0067395842634141445,0.8428571224212646
0.0005653441185131669,0.95652174949646,0.006170962937176228,0.8714285492897034
0.0005606755730696023,0.9818840622901917,0.005723000969737768,0.8571428656578064
0.000547771283891052,0.9710144996643066,0.005940222181379795,0.8285714387893677
